STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DLY-TAVG-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL
USC00105414,29-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",385,511,260
USC00105414,30-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",381,504,259
USC00105414,31-Oct,44.08278,-115.61861,1194.8,"LOWMAN, ID US",377,497,258
USC00105414,1-Nov,44.08278,-115.61861,1194.8,"LOWMAN, ID US",373,490,257
USC00105414,2-Nov,44.08278,-115.61861,1194.8,"LOWMAN, ID US",369,483,255
USC00105414,3-Nov,44.08278,-115.61861,1194.8,"LOWMAN, ID US",365,476,254
USC00105414,4-Nov,44.08278,-115.61861,1194.8,"LOWMAN, ID US",361,469,253
USC00105414,5-Nov,44.08278,-115.61861,1194.8,"LOWMAN, ID US",357,462,251
USC00105414,6-Nov,44.08278,-115.61861,1194.8,"LOWMAN, ID US",352,456,249
USC00105414,7-Nov,44.08278,-115.61861,1194.8,"LOWMAN, ID US",348,449,247
USC00105414,8-Nov,44.08278,-115.61861,1194.8,"LOWMAN, ID US",344,443,245
USC00105414,9-Nov,44.08278,-115.61861,1194.8,"LOWMAN, ID US",340,436,243
USC00105414,10-Nov,44.08278,-115.61861,1194.8,"LOWMAN, ID US",335,430,241
USC00105414,11-Nov,44.08278,-115.61861,1194.8,"LOWMAN, ID US",331,424,238
USC00105414,12-Nov,44.08278,-115.61861,1194.8,"LOWMAN, ID US",327,418,236
USC00105414,13-Nov,44.08278,-115.61861,1194.8,"LOWMAN, ID US",323,412,233
USC00105414,14-Nov,44.08278,-115.61861,1194.8,"LOWMAN, ID US",319,407,230
USC00105414,15-Nov,44.08278,-115.61861,1194.8,"LOWMAN, ID US",314,401,228
USC00105414,16-Nov,44.08278,-115.61861,1194.8,"LOWMAN, ID US",310,396,224
USC00105414,17-Nov,44.08278,-115.61861,1194.8,"LOWMAN, ID US",306,391,221
USC00105414,18-Nov,44.08278,-115.61861,1194.8,"LOWMAN, ID US",302,386,218
USC00105414,19-Nov,44.08278,-115.61861,1194.8,"LOWMAN, ID US",298,381,215
USC00105414,20-Nov,44.08278,-115.61861,1194.8,"LOWMAN, ID US",294,376,211
USC00105414,21-Nov,44.08278,-115.61861,1194.8,"LOWMAN, ID US",290,371,208
USC00105414,22-Nov,44.08278,-115.61861,1194.8,"LOWMAN, ID US",286,367,204
USC00105414,23-Nov,44.08278,-115.61861,1194.8,"LOWMAN, ID US",282,363,200
USC00105414,24-Nov,44.08278,-115.61861,1194.8,"LOWMAN, ID US",278,359,197
USC00105414,25-Nov,44.08278,-115.61861,1194.8,"LOWMAN, ID US",274,355,193
USC00105414,26-Nov,44.08278,-115.61861,1194.8,"LOWMAN, ID US",270,351,189
USC00105414,27-Nov,44.08278,-115.61861,1194.8,"LOWMAN, ID US",266,348,185
USC00105414,28-Nov,44.08278,-115.61861,1194.8,"LOWMAN, ID US",263,344,182
USC00105414,29-Nov,44.08278,-115.61861,1194.8,"LOWMAN, ID US",259,341,178
USC00105414,30-Nov,44.08278,-115.61861,1194.8,"LOWMAN, ID US",256,338,174
USC00105414,1-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",253,335,170
USC00105414,2-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",249,332,167
USC00105414,3-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",246,329,163
USC00105414,4-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",243,327,160
USC00105414,5-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",241,325,157
USC00105414,6-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",238,322,153
USC00105414,7-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",235,320,150
USC00105414,8-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",233,318,147
USC00105414,9-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",231,316,145
USC00105414,10-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",228,315,142
USC00105414,11-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",226,313,140
USC00105414,12-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",225,312,137
USC00105414,13-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",223,310,135
USC00105414,14-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",221,309,133
USC00105414,15-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",220,308,132
USC00105414,16-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",218,307,130
USC00105414,17-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",217,306,129
USC00105414,18-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",216,305,128
USC00105414,19-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",215,304,127
USC00105414,20-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",215,304,126
USC00105414,21-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",214,303,125
USC00105414,22-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",214,303,125
USC00105414,23-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",213,302,124
USC00105414,24-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",213,302,124
USC00105414,25-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",213,302,124
USC00105414,26-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",213,302,124
USC00105414,27-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",213,302,125
USC00105414,28-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",213,302,125
USC00105414,29-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",214,302,125
USC00105414,30-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",214,302,126
USC00105414,31-Dec,44.08278,-115.61861,1194.8,"LOWMAN, ID US",215,302,127
